order,species,family,locomotion,logmass,mig,hetero,abslat,latitude,diet,hemisphere,habitat_category,habitat_sub,mig.het1,mig.het2
Rodentia,Apodemus_mystacinus,Muridae,T,1.66,0,0,38.78,38.78,Omnivore,N,Forest,TEF,0,0
Rodentia,Apodemus_sylvaticus,Muridae,T,1.33,0,0,48.51,48.51,Omnivore,N,Forest,TEF,0,0
Carnivora,Arctictis_binturong,Viverridae,T,4.11,0,0,11.37,11.37,Carnivore,N,Forest,TRF,0,0
Primates,Arctocebus_calabarensis,Loridae,T,2.32,0,0,5.63,5.63,Insectivore,N,Forest,TRF,0,0
Carnivora,Arctocephalus_pusillus,Otariidae,W,5.25,0,0,39.41,-39.41,Carnivore,S,Marine,MC,0,0
Carnivora,Atelocynus_microtis,Canidae,T,3.89,0,0,5.57,-5.57,Carnivore,S,Forest,TRF,0,0
Carnivora,Bassariscus_sumichrasti,Procyonidae,T,2.95,0,0,16.71,16.71,Omnivore,N,Forest,TRF,0,0
Rodentia,Bathyergus_janetta,Bathyergidae,T,2.52,0,0,29.45,-29.45,Herbivore,S,Shrubland,TRS,0,0
Rodentia,Bathyergus_suillus,Bathyergidae,T,2.8,0,0,33.56,-33.56,Herbivore,S,Grassland,GTE,0,0
Diprotodontia,Bettongia_gaimardi,Potoroidae,T,3.22,0,0,41.78,-41.78,Herbivore,S,Forest,TEF,0,0
Soricomorpha,Blarina_brevicauda,Soricidae,T,1.45,0,0,44.59,44.59,Insectivore,N,Forest,TEF,0,0
Soricomorpha,Blarina_carolinensis,Soricidae,T,1.13,0,0,32.83,32.83,Insectivore,N,Forest,TEF,0,0
Artiodactyla,Bos_gaurus,Bovidae,T,5.9,0,0,19.66,19.66,Herbivore,N,Forest,TRF,0,0
Artiodactyla,Boselaphus_tragocamelus,Bovidae,T,5.23,0,0,22.73,22.73,Herbivore,N,Forest,TRF,0,0
Pilosa,Bradypus_torquatus,Bradypodidae,T,3.59,0,0,16.29,-16.29,Herbivore,S,Forest,TRF,0,0
Artiodactyla,Bubalus_quarlesi,Bovidae,T,5.18,0,0,2.27,-2.27,Herbivore,S,Forest,TRF,0,0
Cingulata,Cabassous_centralis,Dasypodidae,T,3.58,0,0,10.37,10.37,Insectivore,N,Forest,TRF,0,0
Primates,Callimico_goeldii,Callitrichidae,T,2.68,0,0,6.31,-6.31,Omnivore,S,Forest,TRF,0,0
Rodentia,Calomys_callosus,Muridae,T,1.65,0,0,17.16,-17.16,Omnivore,S,Shrubland,TRS,0,0
Rodentia,Calomys_lepidus,Muridae,T,1.42,0,0,18.28,-18.28,Omnivore,S,Savanna,GS,0,0
Didelphimorphia,Caluromys_derbianus,Didelphidae,T,2.47,0,0,11.21,11.21,Omnivore,N,Forest,TRF,0,0
Carnivora,Canis_latrans,Canidae,T,4.13,0,0,48.5,48.5,Carnivore,N,Forest,BF,0,0
Carnivora,Canis_lupus,Canidae,T,4.63,0,0,54.25,54.25,Carnivore,N,Forest,BF,0,0
Rodentia,Cannomys_badius,Muridae,T,2.81,0,0,19.71,19.71,Omnivore,N,Forest,TEF,0,0
Artiodactyla,Capreolus_capreolus,Cervidae,T,4.35,0,0,52.26,52.26,Herbivore,N,Forest,BF,0,0
Artiodactyla,Capreolus_pygargus,Cervidae,T,4.61,0,0,49.85,49.85,Herbivore,N,Forest,BF,0,0
Rodentia,Capromys_pilorides,Capromyidae,T,3.75,0,0,21.63,21.63,Omnivore,N,Forest,TRF,0,0
Primates,Cebuella_pygmaea,Callitrichidae,T,2.18,0,0,5.5,-5.5,Omnivore,S,Forest,TRF,0,0
Perissodactyla,Ceratotherium_simum,Rhinocerotidae,T,6.47,0,0,18.52,-18.52,Herbivore,S,Savanna,GS,0,0
Primates,Cercopithecus_mitis,Cercopithecidae,T,3.7,0,0,8.51,-8.51,Frugivore,S,Forest,TRF,0,0
Cingulata,Chaetophractus_vellerosus,Dasypodidae,T,3.01,0,0,27.57,-27.57,Omnivore,S,Savanna,GS,0,0
Cingulata,Chaetophractus_villosus,Dasypodidae,T,3.66,0,0,35.73,-35.73,Omnivore,S,Forest,TEF,0,0
Rodentia,Chelemys_macronyx,Muridae,T,1.87,0,0,41.94,-41.94,Omnivore,S,Forest,TEF,0,0
Rodentia,Chinchilla_lanigera,Chinchillidae,T,2.69,0,0,30.73,-30.73,Herbivore,S,Shrubland,TES,0,0
Didelphimorphia,Chironectes_minimus,Didelphidae,T,2.98,0,0,5.25,-5.25,Omnivore,S,Forest,TRF,0,0
Rodentia,Coendou_prehensilis,Erethizontidae,T,3.64,0,0,7.84,-7.84,Herbivore,S,Forest,TRF,0,0
Primates,Colobus_guereza,Cercopithecidae,T,4.01,0,0,4.82,4.82,Herbivore,N,Forest,TRF,0,0
Soricomorpha,Condylura_cristata,Talpidae,T,1.92,0,0,47.01,47.01,Insectivore,N,Forest,BF,0,0
Rodentia,Conilurus_penicillatus,Muridae,T,2.19,0,0,14.78,-14.78,Omnivore,S,Forest,TRF,0,0
Rodentia,Cricetomys_gambianus,Muridae,T,3.11,0,0,0.63,-0.63,Omnivore,S,Forest,TRF,0,0
Soricomorpha,Crocidura_poensis,Soricidae,T,1.22,0,0,6.89,6.89,Insectivore,N,Forest,TRF,0,0
Carnivora,Crossarchus_alexandri,Herpestidae,T,3.18,0,0,0.15,-0.15,Carnivore,S,Forest,TRF,0,0
Carnivora,Crossarchus_ansorgei,Herpestidae,T,2.85,0,0,1.62,-1.62,Carnivore,S,Forest,TRF,0,0
Carnivora,Crossarchus_obscurus,Herpestidae,T,3.1,0,0,6.93,6.93,Carnivore,N,Forest,TRF,0,0
Carnivora,Crossarchus_platycephalus,Herpestidae,T,3,0,0,3.96,3.96,Carnivore,N,Forest,TRF,0,0
Rodentia,Cryptomys_bocagei,Bathyergidae,T,1.97,0,0,13.35,-13.35,Herbivore,S,Savanna,GS,0,0
Rodentia,Cryptomys_hottentotus,Bathyergidae,T,2.1,0,0,29.12,-29.12,Herbivore,S,Shrubland,TRS,0,0
Rodentia,Cryptomys_mechowi,Bathyergidae,T,2.43,0,0,10.38,-10.38,Herbivore,S,Savanna,GS,0,0
Soricomorpha,Cryptotis_parva,Soricidae,T,0.7,0,0,34.51,34.51,Insectivore,N,Forest,TEF,0,0
Rodentia,Ctenomys_fulvus,Ctenomyidae,T,2.42,0,0,22.55,-22.55,Herbivore,S,Forest,TRF,0,0
Rodentia,Ctenomys_maulinus,Ctenomyidae,T,2.33,0,0,38.17,-38.17,Herbivore,S,Savanna,GS,0,0
Rodentia,Ctenomys_opimus,Ctenomyidae,T,2.56,0,0,21.85,-21.85,Herbivore,S,Savanna,GS,0,0
Rodentia,Ctenomys_peruanus,Ctenomyidae,T,2.69,0,0,16.9,-16.9,Herbivore,S,Savanna,GS,0,0
Rodentia,Ctenomys_talarum,Ctenomyidae,T,2.12,0,0,37.4,-37.4,Herbivore,S,Savanna,GS,0,0
Rodentia,Dasyprocta_leporina,Dasyproctidae,T,3.48,0,0,3.14,3.14,Herbivore,N,Forest,TRF,0,0
Cingulata,Dasypus_novemcinctus,Dasypodidae,T,3.62,0,0,0.15,-0.15,Omnivore,S,Forest,TEF,0,0
Cingulata,Dasypus_sabanicola,Dasypodidae,T,3.06,0,0,6.69,6.69,Omnivore,N,Savanna,GS,0,0
Cingulata,Dasypus_septemcinctus,Dasypodidae,T,3.18,0,0,14.96,-14.96,Omnivore,S,Forest,TRF,0,0
Dasyuromorphia,Dasyurus_geoffroii,Dasyuridae,T,3.04,0,0,32.85,-32.85,Carnivore,S,Forest,TRF,0,0
Dasyuromorphia,Dasyurus_hallucatus,Dasyuridae,T,2.72,0,0,18.82,-18.82,Carnivore,S,Forest,TRF,0,0
Dasyuromorphia,Dasyurus_maculatus,Dasyuridae,T,3.74,0,0,33.79,-33.79,Carnivore,S,Forest,TRF,0,0
Dasyuromorphia,Dasyurus_viverrinus,Dasyuridae,T,3.04,0,0,42.02,-42.02,Carnivore,S,Forest,TEF,0,0
Hyracoidea,Dendrohyrax_dorsalis,Procaviidae,T,3.5,0,0,1.59,1.59,Herbivore,N,Forest,TRF,0,0
Diprotodontia,Dendrolagus_matschiei,Macropodidae,T,3.84,0,0,6.15,-6.15,Herbivore,S,Forest,TRF,0,0
Rodentia,Desmodillus_auricularis,Muridae,T,1.73,0,0,25.36,-25.36,Omnivore,S,Savanna,GS,0,0
Chiroptera,Diaemus_youngi,Phyllostomidae,A,1.56,0,0,7.43,-7.43,Carnivore,S,Forest,TRF,0,0
Perissodactyla,Diceros_bicornis,Rhinocerotidae,T,6.07,0,0,16.21,-16.21,Herbivore,S,Savanna,GS,0,0
Rodentia,Dicrostonyx_groenlandicus,Muridae,T,1.74,0,0,70.91,70.91,Omnivore,N,Tundra,GTU,0,0
Rodentia,Dicrostonyx_hudsonius,Muridae,T,1.76,0,0,57.96,57.96,Omnivore,N,Tundra,GTU,0,0
Rodentia,Dicrostonyx_richardsoni,Muridae,T,1.6,0,0,61.3,61.3,Omnivore,N,Tundra,GTU,0,0
Didelphimorphia,Didelphis_marsupialis,Didelphidae,T,3.04,0,0,0.82,-0.82,Omnivore,S,Forest,TRF,0,0
Didelphimorphia,Didelphis_virginiana,Didelphidae,T,3.34,0,0,32.39,32.39,Omnivore,N,Forest,TEF,0,0
Chiroptera,Diphylla_ecaudata,Phyllostomidae,A,1.47,0,0,5.6,-5.6,Carnivore,S,Forest,TEF,0,0
Rodentia,Dipodomys_agilis,Heteromyidae,T,1.76,0,0,34.72,34.72,Herbivore,N,Forest,TEF,0,0
Rodentia,Dipodomys_heermanni,Heteromyidae,T,1.86,0,0,36.53,36.53,Herbivore,N,Forest,TEF,0,0
Rodentia,Dipodomys_merriami,Heteromyidae,T,1.62,0,0,30.75,30.75,Herbivore,N,Shrubland,TES,0,0
Rodentia,Dipodomys_microps,Heteromyidae,T,1.74,0,0,39.43,39.43,Herbivore,N,Shrubland,TES,0,0
Rodentia,Dipodomys_nitratoides,Heteromyidae,T,1.64,0,0,35.81,35.81,Herbivore,N,Shrubland,TES,0,0
Rodentia,Dipodomys_ordii,Heteromyidae,T,1.78,0,0,37.42,37.42,Herbivore,N,Shrubland,TES,0,0
Rodentia,Dipodomys_panamintinus,Heteromyidae,T,1.87,0,0,36.73,36.73,Herbivore,N,Savanna,GS,0,0
Rodentia,Dolichotis_salinicola,Caviidae,T,3.2,0,0,25.03,-25.03,Herbivore,S,Savanna,GS,0,0
Erinaceomorpha,Echinosorex_gymnura,Erinaceidae,T,2.98,0,0,1.2,1.2,Insectivore,N,Forest,TRF,0,0
Peramelemorphia,Echymipera_kalubu,Peroryctidae,T,2.84,0,0,5.31,-5.31,Omnivore,S,Forest,TRF,0,0
Peramelemorphia,Echymipera_rufescens,Peroryctidae,T,3.04,0,0,5.87,-5.87,Omnivore,S,Forest,TRF,0,0
Rodentia,Eligmodontia_typus,Muridae,T,1.24,0,0,41.39,-41.39,Omnivore,S,Shrubland,TRS,0,0
Rodentia,Epixerus_ebii,Sciuridae,T,2.77,0,0,3.19,3.19,Omnivore,N,Forest,TRF,0,0
Rodentia,Erethizon_dorsatum,Erethizontidae,T,3.85,0,0,51.54,51.54,Herbivore,N,Forest,BF,0,0
Carnivora,Eumetopias_jubatus,Otariidae,W,5.49,0,0,52.16,52.16,Carnivore,N,Marine,MP,0,0
Rodentia,Euneomys_chinchilloides,Muridae,T,1.94,0,0,53.56,-53.56,Omnivore,S,Tundra,GTU,0,0
Cingulata,Euphractus_sexcinctus,Dasypodidae,T,3.68,0,0,16.04,-16.04,Omnivore,S,Forest,TEF,0,0
Rodentia,Funisciurus_congicus,Sciuridae,T,2.05,0,0,7.16,-7.16,Omnivore,S,Forest,TRF,0,0
Rodentia,Funisciurus_isabella,Sciuridae,T,2.04,0,0,2.82,2.82,Omnivore,N,Forest,TRF,0,0
Rodentia,Funisciurus_lemniscatus,Sciuridae,T,2.15,0,0,0.05,-0.05,Omnivore,S,Forest,TRF,0,0
Rodentia,Funisciurus_pyrropus,Sciuridae,T,2.47,0,0,3.83,3.83,Omnivore,N,Forest,TRF,0,0
Rodentia,Galea_musteloides,Caviidae,T,2.68,0,0,30.1,-30.1,Herbivore,S,Shrubland,TRS,0,0
Rodentia,Geocapromys_brownii,Capromyidae,T,3.18,0,0,18.08,18.08,Herbivore,N,Forest,TRF,0,0
Rodentia,Geocapromys_ingrahami,Capromyidae,T,2.9,0,0,23.62,23.62,Herbivore,N,Forest,TRF,0,0
Rodentia,Geomys_bursarius,Geomyidae,T,2.31,0,0,40.21,40.21,Herbivore,N,Grassland,GTE,0,0
Rodentia,Geomys_pinetis,Geomyidae,T,1.93,0,0,31.04,31.04,Herbivore,N,Forest,TEF,0,0
Rodentia,Georychus_capensis,Bathyergidae,T,2.38,0,0,33.04,-33.04,Herbivore,S,Forest,TEF,0,0
Rodentia,Gerbillurus_paeba,Muridae,T,1.37,0,0,24.7,-24.7,Omnivore,S,Savanna,GS,0,0
Rodentia,Gerbillurus_setzeri,Muridae,T,1.58,0,0,20.1,-20.1,Omnivore,S,Savanna,GS,0,0
Rodentia,Gerbillurus_tytonis,Muridae,T,1.49,0,0,24.98,-24.98,Omnivore,S,Grassland,GTE,0,0
Rodentia,Gerbillurus_vallinus,Muridae,T,1.55,0,0,27.65,-27.65,Omnivore,S,Savanna,GS,0,0
Rodentia,Gerbillus_dasyurus,Muridae,T,1.37,0,0,27.16,27.16,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Gerbillus_gerbillus,Muridae,T,1.4,0,0,23.62,23.62,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Gerbillus_nanus,Muridae,T,1.41,0,0,24.59,24.59,Omnivore,N,Savanna,GS,0,0
Rodentia,Gerbillus_pusillus,Muridae,T,2.1,0,0,4.15,4.15,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Gerbillus_pyramidum,Muridae,T,1.69,0,0,19.57,19.57,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Glaucomys_sabrinus,Sciuridae,T,2.22,0,0,54.97,54.97,Omnivore,N,Forest,BF,0,0
Rodentia,Glaucomys_volans,Sciuridae,T,1.81,0,0,37.07,37.07,Omnivore,N,Forest,TEF,0,0
Cetacea,Globicephala_macrorhynchus,Delphinidae,W,5.86,0,0,0.77,0.77,Carnivore,N,Marine,MP,0,0
Cetacea,Globicephala_melas,Delphinidae,W,5.9,0,0,6.86,-6.86,Carnivore,S,Marine,MP,0,0
Rodentia,Golunda_ellioti,Muridae,T,1.75,0,0,22.32,22.32,Omnivore,N,Forest,TRF,0,0
Carnivora,Gulo_gulo,Mustelidae,T,4.29,0,0,62.51,62.51,Carnivore,N,Forest,BF,0,0
Diprotodontia,Gymnobelideus_leadbeateri,Petauridae,T,2.1,0,0,37.61,-37.61,Omnivore,S,Forest,TEF,0,0
Rodentia,Heliophobius_argenteocinereus,Bathyergidae,T,2.26,0,0,9.38,-9.38,Herbivore,S,Savanna,GS,0,0
Rodentia,Heliosciurus_rufobrachium,Sciuridae,T,2.57,0,0,4.66,4.66,Omnivore,N,Forest,TRF,0,0
Carnivora,Herpestes_edwardsii,Herpestidae,T,3.12,0,0,23.25,23.25,Carnivore,N,Forest,TRF,0,0
Rodentia,Heterocephalus_glaber,Bathyergidae,T,1.74,0,0,5.22,5.22,Herbivore,N,Savanna,GS,0,0
Rodentia,Heteromys_anomalus,Heteromyidae,T,1.85,0,0,9.26,9.26,Herbivore,N,Forest,TRF,0,0
Rodentia,Heteromys_desmarestianus,Heteromyidae,T,1.86,0,0,14.08,14.08,Herbivore,N,Forest,TRF,0,0
Artiodactyla,Hippocamelus_antisensis,Cervidae,T,4.84,0,0,17.52,-17.52,Herbivore,S,Shrubland,TRS,0,0
Artiodactyla,Hippocamelus_bisulcus,Cervidae,T,4.85,0,0,46.81,-46.81,Herbivore,S,Forest,TES,0,0
Chiroptera,Hipposideros_caffer,Rhinolophidae,A,0.98,0,0,0.95,-0.95,Insectivore,S,Forest,TRF,0,0
Artiodactyla,Hippotragus_equinus,Bovidae,T,5.43,0,0,0.35,-0.35,Herbivore,S,Forest,TRF,0,0
Artiodactyla,Hippotragus_niger,Bovidae,T,5.36,0,0,14.03,-14.03,Herbivore,S,Forest,TRF,0,0
Carnivora,Hyaena_hyaena,Hyaenidae,T,4.66,0,0,22.05,22.05,Carnivore,N,Savanna,GS,0,0
Rodentia,Hydromys_chrysogaster,Muridae,T,2.78,0,0,22.33,-22.33,Omnivore,S,Forest,TRF,0,0
Erinaceomorpha,Hylomys_suillus,Erinaceidae,T,1.81,0,0,12.15,12.15,Insectivore,N,Forest,TRF,0,0
Rodentia,Hystrix_africaeaustralis,Hystricidae,T,4.17,0,0,16.72,-16.72,Herbivore,S,Savanna,GS,0,0
Peramelemorphia,Isoodon_auratus,Peramelidae,T,2.63,0,0,15.61,-15.61,Omnivore,S,Savanna,GS,0,0
Peramelemorphia,Isoodon_macrourus,Peramelidae,T,3.2,0,0,19.11,-19.11,Omnivore,S,Forest,TEF,0,0
Peramelemorphia,Isoodon_obesulus,Peramelidae,T,2.89,0,0,36.23,-36.23,Omnivore,S,Forest,TEF,0,0
Rodentia,Isthmomys_pirrensis,Muridae,T,2.14,0,0,7.81,7.81,Omnivore,N,Forest,TRF,0,0
Rodentia,Kerodon_rupestris,Caviidae,T,2.9,0,0,9.66,-9.66,Herbivore,S,Savanna,GS,0,0
Artiodactyla,Kobus_ellipsiprymnus,Bovidae,T,5.32,0,0,0.96,-0.96,Herbivore,S,Forest,TRF,0,0
Artiodactyla,Kobus_megaceros,Bovidae,T,4.94,0,0,8.3,8.3,Herbivore,N,Savanna,GS,0,0
Artiodactyla,Kobus_vardonii,Bovidae,T,4.85,0,0,12.48,-12.48,Herbivore,S,Savanna,GS,0,0
Cetacea,Lagenorhynchus_obscurus,Delphinidae,W,5.11,0,0,40.73,-40.73,Carnivore,S,Marine,MP,0,0
Diprotodontia,Lagorchestes_conspicillatus,Macropodidae,T,3.48,0,0,18.29,-18.29,Herbivore,S,Forest,TRF,0,0
Rodentia,Lagostomus_maximus,Chinchillidae,T,3.67,0,0,31.21,-31.21,Herbivore,S,Savanna,GS,0,0
Rodentia,Lasiopodomys_brandtii,Muridae,T,1.65,0,0,46.41,46.41,Omnivore,N,Shrubland,TRS,0,0
Diprotodontia,Lasiorhinus_latifrons,Vombatidae,T,4.41,0,0,31.61,-31.61,Herbivore,S,Forest,TEF,0,0
Rodentia,Lemmiscus_curtatus,Muridae,T,1.45,0,0,44.19,44.19,Omnivore,N,Shrubland,TES,0,0
Rodentia,Lemmus_sibiricus,Muridae,T,1.72,0,0,71.02,71.02,Omnivore,N,Tundra,GTU,0,0
Rodentia,Lemniscomys_griselda,Muridae,T,1.76,0,0,11.61,-11.61,Omnivore,S,Savanna,GS,0,0
Carnivora,Leopardus_pardalis,Felidae,T,4.08,0,0,7.71,-7.71,Carnivore,S,Forest,TRF,0,0
Carnivora,Leopardus_wiedii,Felidae,T,3.51,0,0,5.36,-5.36,Carnivore,S,Forest,TRF,0,0
Carnivora,Leptonychotes_weddellii,Phocidae,W,5.6,0,0,65.99,-65.99,Carnivore,S,Marine,MP,0,0
Lagomorpha,Lepus_americanus,Leporidae,T,3.23,0,0,55.29,55.29,Herbivore,N,Forest,BF,0,0
Lagomorpha,Lepus_arcticus,Leporidae,T,3.64,0,0,70.92,70.92,Herbivore,N,Tundra,GTU,0,0
Lagomorpha,Lepus_europaeus,Leporidae,T,3.57,0,0,30.63,30.63,Herbivore,N,Shrubland,TES,0,0
Lagomorpha,Lepus_townsendii,Leporidae,T,3.19,0,0,45.36,45.36,Herbivore,N,Shrubland,TES,0,0
Artiodactyla,Litocranius_walleri,Bovidae,T,4.58,0,0,4.52,4.52,Herbivore,N,Savanna,GS,0,0
Carnivora,Lontra_canadensis,Mustelidae,T,3.91,0,0,53.63,53.63,Carnivore,N,Fresh_water,FWW,0,0
Primates,Loris_tardigradus,Loridae,T,2.33,0,0,6.81,6.81,Insectivore,N,Forest,TRF,0,0
Didelphimorphia,Lutreolina_crassicaudata,Didelphidae,T,2.73,0,0,22.66,-22.66,Omnivore,S,Forest,TRF,0,0
Carnivora,Lycaon_pictus,Canidae,T,4.34,0,0,9.43,-9.43,Carnivore,S,Forest,TRF,0,0
Carnivora,Lynx_canadensis,Felidae,T,3.97,0,0,57.07,57.07,Carnivore,N,Forest,BF,0,0
Carnivora,Lynx_pardinus,Felidae,T,3.97,0,0,37.35,37.35,Carnivore,N,Forest,TEF,0,0
Carnivora,Lynx_rufus,Felidae,T,3.95,0,0,38.79,38.79,Carnivore,N,Forest,BF,0,0
Chiroptera,Macroderma_gigas,Megadermatidae,A,2.1,0,0,17.71,-17.71,Carnivore,S,Forest,TRF,0,0
Diprotodontia,Macropus_eugenii,Macropodidae,T,3.81,0,0,34.16,-34.16,Herbivore,S,Shrubland,TES,0,0
Diprotodontia,Macropus_robustus,Macropodidae,T,4.33,0,0,24.62,-24.62,Herbivore,S,Forest,TEF,0,0
Diprotodontia,Macropus_rufus,Macropodidae,T,4.67,0,0,25.43,-25.43,Herbivore,S,Savanna,GS,0,0
Peramelemorphia,Macrotis_lagotis,Peramelidae,T,3.13,0,0,21.69,-21.69,Omnivore,S,Forest,TRF,0,0
Chiroptera,Macrotus_californicus,Phyllostomidae,A,1.07,0,0,30.65,30.65,Insectivore,N,Forest,TEF,0,0
Chiroptera,Macrotus_waterhousii,Phyllostomidae,A,1.11,0,0,19.86,19.86,Insectivore,N,Forest,TRF,0,0
Rodentia,Malacothrix_typica,Muridae,T,1.13,0,0,26.38,-26.38,Omnivore,S,Savanna,GS,0,0
Pholidota,Manis_crassicaudata,Manidae,T,3.59,0,0,21.71,21.71,Insectivore,N,Forest,TRF,0,0
Pholidota,Manis_javanica,Manidae,T,3.71,0,0,5.85,5.85,Insectivore,N,Forest,TRF,0,0
Carnivora,Martes_americana,Mustelidae,T,3.1,0,0,56.65,56.65,Carnivore,N,Forest,BF,0,0
Carnivora,Martes_martes,Mustelidae,T,3.11,0,0,55.43,55.43,Carnivore,N,Forest,BF,0,0
Carnivora,Martes_pennanti,Mustelidae,T,3.6,0,0,51.75,51.75,Carnivore,N,Forest,BF,0,0
Rodentia,Mastomys_natalensis,Muridae,T,1.78,0,0,1.53,-1.53,Omnivore,S,Savanna,GS,0,0
Soricomorpha,Megasorex_gigas,Soricidae,T,1.3,0,0,19.07,19.07,Insectivore,N,Forest,TEF,0,0
Carnivora,Melursus_ursinus,Ursidae,T,5,0,0,20.67,20.67,Carnivore,N,Forest,TRF,0,0
Rodentia,Meriones_hurrianae,Muridae,T,1.85,0,0,26.37,26.37,Omnivore,N,Savanna,GS,0,0
Rodentia,Meriones_tristrami,Muridae,T,1.7,0,0,37.28,37.28,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Meriones_unguiculatus,Muridae,T,1.73,0,0,43.68,43.68,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Mesembriomys_macrurus,Muridae,T,2.43,0,0,15.38,-15.38,Omnivore,S,Forest,TRF,0,0
